Model,Task,Layer,Relative_Depth,Accuracy_Drop,M1_MSE_next,M1_MSE_start,M1_MSE_end,M1_MSE_mean,M2_Cosine_next,M2_Cosine_start,M2_Cosine_end,M2_Cosine_mean,M3_Residual_next,M3_Residual_start,M3_Residual_end,M3_Residual_mean,M4_CKA_next,M4_CKA_start,M4_CKA_end,M4_CKA_mean,M5_L1_next,M5_L1_start,M5_L1_end,M5_L1_mean,M6_L_Inf_next,M6_L_Inf_start,M6_L_Inf_end,M6_L_Inf_mean,M7_Var_Ratio_next,M7_Var_Ratio_start,M7_Var_Ratio_end,M7_Var_Ratio_mean,M8_Pearson_next,M8_Pearson_start,M8_Pearson_end,M8_Pearson_mean,M11_SVD_Ent,M12_KL_Noise,M13_LogitLens,M14_Spectral_Norm,M15_Frobenius_Norm,M16_Effective_Rank,M11_SVD_Ent_delta1,M11_SVD_Ent_delta2,M11_SVD_Ent_rel_change,M12_KL_Noise_delta1,M12_KL_Noise_delta2,M12_KL_Noise_rel_change,M13_LogitLens_delta1,M13_LogitLens_delta2,M13_LogitLens_rel_change,M14_Spectral_Norm_delta1,M14_Spectral_Norm_delta2,M14_Spectral_Norm_rel_change,M15_Frobenius_Norm_delta1,M15_Frobenius_Norm_delta2,M15_Frobenius_Norm_rel_change,M16_Effective_Rank_delta1,M16_Effective_Rank_delta2,M16_Effective_Rank_rel_change,M1_MSE_start_delta1,M2_Cosine_start_delta1,M3_Residual_start_delta1,M4_CKA_start_delta1,M5_L1_start_delta1,M6_L_Inf_start_delta1,M7_Var_Ratio_start_delta1,M8_Pearson_start_delta1
Qwen,copa,10,0.43478260869565216,0.03341902313624682,0.0004710260254796,1.0185754299163818,13.975122451782228,0.9397527911460202,0.0002317428588867,1.0165693443268538,0.92101339250803,0.3318667112713835,0.0215147189077088,1.0004831549415572,3.7058777864473886,0.5728557010596901,0.9995381173492072,0.0002797150329692,0.006291412790278,0.6344237408570818,0.0163633432239294,0.0776332020759582,1.6710299253463743,0.15902514577222363,0.234375,41.49380493164063,96.53515625,19.503973642985027,1.0012872622849442,2870.0066518853137,0.0751702079595818,124.00704993794392,0.9997690320014954,-0.0167246833443641,0.0793184265494346,0.6681061525014229,0.9592271447181702,0.0891766128540039,6.94125,4.209189191460609,36.76474431322681,1221.9653884039983,0.00023216009140014648,0.004365682601928711,0.00024208686710758265,-0.022721488952636704,-0.0022741317749023077,-0.20305517775358983,-0.005562499999999915,0.055625000000000036,-0.0008007269521093097,-0.14282982051372528,0.1780744343996048,-0.03281920876741051,0.1882798390256042,0.6638163973887785,0.005147568025838156,1.6663636101613974,29.434867858886264,0.0013655371153336038,0.002168297767638938,-0.0011132508516311646,-2.1940747873872013e-05,-3.864899602629997e-05,0.005761422216892201,0.0,6.256835439729457,0.0011180751025677005
Qwen,copa,11,0.4782608695652174,0.04627249357326482,0.0007945394027046,1.017133355140686,13.977147102355955,0.9367779522544879,0.0003912448883056,1.0128547670319676,0.9214110746979712,0.3295761907429551,0.0279607389292359,1.0004143977070783,3.7085165170880816,0.5703992385128568,0.9992190932482572,0.0001693523644959,0.0062297411091662,0.6361096343185308,0.0184370204806327,0.0792282223701477,1.6696958541870115,0.15852753693858776,0.5625,41.49380493164063,96.534912109375,19.431697845458984,0.999928593719217,2866.3169473592416,0.0750735685122996,123.84762543865908,0.9996094703674316,-0.0130135454237461,0.0789287090301513,0.6703966167503191,0.9550794959068298,0.0697180557250976,6.883375,4.202864128682348,36.65523273415036,1215.681911892361,-0.004147648811340332,-0.0043798089027404785,-0.0043239485393826715,-0.019458557128906304,0.0032629318237304,-0.21820246930395315,-0.05787500000000012,-0.052312500000000206,-0.00833783540428601,-0.00632506277826117,0.1365047577354641,-0.0015026796113354335,-0.10951157907644671,-0.2977914181020509,-0.0029787118371730203,-6.283476511637218,-7.949840121798616,-0.005142106782454858,-0.0014420747756958008,-0.003714577294886112,-6.875723447885562e-05,-0.00011036266847330001,0.0015950202941895086,0.0,-3.6897045260720915,0.003711137920618
Qwen,copa,12,0.5217391304347826,0.03341902313624682,0.0015976809663698,1.0168776512145996,13.988361358642578,0.9319815640507537,0.000500202178955,1.0043261866085231,0.9229157269001008,0.3246172303139853,0.0396480067801099,1.0002552691373725,3.7098801204043914,0.5670931997123804,0.99900187138957,2.008153855287756e-05,0.0059936389373129,0.6392012543260781,0.022637628018856,0.0833016708493232,1.6693737506866455,0.15911025895426664,1.0,41.49380493164063,96.5155029296875,19.335186004638672,0.9547525769965894,2866.521632188571,0.0750789295455839,123.856469446681,0.999500811100006,-0.0044812429696321,0.0774185955524444,0.6753565879383435,0.961028516292572,0.0547085571289062,6.7415625,4.224075597193506,36.98115877641572,1231.6629316541885,0.0059490203857421875,0.01009666919708252,0.006228822219760621,-0.015009498596191391,0.004449058532714913,-0.21528854240248363,-0.14181250000000034,-0.08393750000000022,-0.020602175531625133,0.02121146851115796,0.02753653128941913,0.005046907980298609,0.32592604226535826,0.43543762134180497,0.008891664789832499,15.981019761827383,22.2644962734646,0.013145724720828422,-0.0002557039260864258,-0.00852858042344451,-0.00015912856970579092,-0.00014927082594302243,0.004073448479175498,0.0,0.2046848293293806,0.008532302454114
Qwen,copa,13,0.5652173913043478,-0.007712082262210804,0.0022989022545516,1.0647855997085571,14.024858474731444,0.942210253206819,0.0010775923728942,0.9971436252817512,0.9231413826346396,0.3203060698773091,0.0464706401248006,1.000113969253935,3.6296745273643913,0.5598041934541373,0.9978469291064052,7.2598366760929026e-06,0.0059612762061372,0.6424510982669598,0.0344353839755058,0.0878180041909217,1.6689329147338867,0.16005511729357141,0.75,42.49380493164063,96.506591796875,19.524267832438152,0.9973069384252352,3002.371188684387,0.0786370534984672,129.72624773634377,0.998922884464264,0.0026944084092974,0.0772093012928962,0.6796676513040438,0.9589897394180298,0.0449651625156402,6.375,4.123598489496443,36.791655480861664,1237.20945570204,-0.0020387768745422363,-0.007987797260284424,-0.0021214530474156224,-0.009743394613266003,0.005266103982925388,-0.17809635502373566,-0.3665624999999997,-0.22474999999999934,-0.05437352245862881,-0.10047710769706342,-0.12168857620822138,-0.023786768343781683,-0.18950329555405432,-0.5154293378194126,-0.005124320108511826,5.5465240478515625,-10.43449571397582,0.004503280812715671,0.04790794849395752,-0.0071825613267719746,-0.00014129988343758448,-1.2821701876784657e-05,0.004516333341598497,1.0,135.84955649581616,0.0071756513789295005
Qwen,copa,14,0.6086956521739131,0.0,0.0034794725943356,1.0674999952316284,14.002513885498049,0.9358467017397439,0.0015794038772583,0.9936159239150584,0.919930912554264,0.3157186510701043,0.0570945147958011,1.0000498509966813,3.621936079658054,0.558465407158416,0.9968424965523468,3.886215764038834e-05,0.0064638061823052,0.6465191926784907,0.0336536467075347,0.1022007465362548,1.6635048389434814,0.1639871581767996,1.52734375,42.49380493164063,96.55859375,19.473700205485027,0.9830478981637708,3010.47859008518,0.0788493997133824,130.0765517782228,0.998420000076294,0.0062339520081877,0.0803977996110916,0.6842563609825447,0.9570267796516418,0.033164189338684,6.1369375,4.079868513676855,36.312517975767456,1234.771885342068,-0.0019629597663879395,7.581710815429688e-05,-0.0020469038256646366,-0.011800973176956199,-0.002057578563690196,-0.26244702602490266,-0.23806249999999984,0.12849999999999984,-0.037343137254901904,-0.04372997581958771,0.05674713187747571,-0.010604809350613476,-0.47913750509420794,-0.2896342095401536,-0.013022993905328462,-2.437570359972142,-7.984094407823704,-0.001970216400091207,0.002714395523071289,-0.0035277013666927814,-6.41182572536092e-05,3.160232096429544e-05,0.0143827423453331,0.0,8.107401400792696,0.0035395435988903
Qwen,copa,15,0.6521739130434783,0.0025706940874036014,0.0054481169208884,1.085269808769226,14.02096939086914,0.9329287306269786,0.0024232864379882,0.97748008556664,0.9206190258264542,0.3068265648713956,0.0708350762765823,0.999756344998781,3.593472182080648,0.5576488291843347,0.9951603697251734,0.0005005476356305,0.0063533751657032,0.6514805588984828,0.0405101776123046,0.1129474714398384,1.6599258184432983,0.16835735396792487,2.00390625,42.74380493164063,96.609375,19.60195541381836,0.9785298215719118,3062.3925781610637,0.0802091126872572,132.31964780295678,0.9975772500038148,0.0223729219287633,0.0797080621123313,0.6931499350660791,0.965050220489502,0.026507905960083,5.7945,4.174645569589403,36.4753664980332,1264.100676642524,0.008023440837860107,0.009986400604248047,0.008383716117934092,-0.006656283378601,0.005144689798355199,-0.2007069526296804,-0.34243749999999995,-0.1043750000000001,-0.05579941135134581,0.09477705591254804,0.13850703173213574,0.023230419214449904,0.16284852226574742,0.6419860273599554,0.004484638668527996,29.328791300456032,31.766361660428174,0.02375239641314897,0.017769813537597656,-0.016135838348418363,-0.00029350599790034515,0.00046168547799011167,0.010746724903583596,0.25,51.913988075883935,0.016138969920575598
Qwen,copa,16,0.6956521739130435,0.017994858611825208,0.014172057621181,1.108371376991272,14.0257568359375,0.9331534177763388,0.0055292844772338,0.9602523110806942,0.919023260474205,0.29815699144576985,0.1130145437987607,0.9994489638374332,3.555339921045467,0.5621797777917119,0.9889718854822184,0.0015696045509677,0.0066052976130728,0.6544971311397448,0.0563584193587303,0.1266228258609771,1.6565802097320557,0.1744526304925481,2.75,42.99380493164063,96.5751953125,19.917425791422527,1.101721938964811,3129.5853308617147,0.081969001707224,135.2229076383108,0.9944706559181212,0.0396182350814342,0.0812729820609092,0.7018232176390787,0.9641265869140624,0.0217563924789428,4.907125,4.189520516329342,36.24011454151736,1263.169587029351,-0.0009236335754395641,-0.008947074413299672,-0.0009570834303017639,-0.0047515134811401995,0.0019047698974608007,-0.17924891872995474,-0.8873750000000005,-0.5449375000000005,-0.15314090948313064,0.014874946739938721,-0.07990210917260931,0.0035631639840987273,-0.23525195651584596,-0.3981004787815934,-0.006449611864175031,-0.9310896131728441,-30.259880913628876,-0.0007365628627348242,0.0231015682220459,-0.017227774485945813,-0.00030738116134776394,0.0010690569153371998,0.013675354421138694,0.25,67.192752700651,0.017245313152670902
Qwen,copa,17,0.7391304347826086,0.010282776349614406,0.0082033788785338,1.0051817893981934,13.927896499633787,0.8999108048932006,0.0040491819381713,0.9392510131001472,0.9156276509165764,0.2915395696957906,0.0902516488847375,0.9990359882647184,3.718789795219549,0.59115217035656,0.9919175570917248,0.0036766904730163,0.0071641660860031,0.6513139977256507,0.0504729151725769,0.1524604558944702,1.646500825881958,0.18712446528176466,2.59375,40.24380493164063,96.61376953125,19.784918467203777,0.9922644010545512,2840.6308498277685,0.0744008072516794,122.73778230390404,0.9959505796432496,0.060635719448328,0.0846413969993591,0.7084438827199241,0.9644090533256532,0.0169069843292236,4.26290625,4.248596436447567,35.61204577154584,1237.1760694715713,0.0002824664115907982,0.0012060999870303624,0.0002929764778034638,-0.004849408149719202,-9.789466857900234e-05,-0.22289578359154727,-0.6442187499999994,0.24315625000000107,-0.1312823190768524,0.059075920118225156,0.044200973378286434,0.014100878582159249,-0.6280687699715202,-0.3928168134556742,-0.01733076117218102,-25.993517557779796,-25.062427944606952,-0.020578010921645018,-0.10318958759307861,-0.02100129798054695,-0.0004129755727148021,0.0021070859220486,0.025837630033493098,-2.75,-288.9544810339462,0.021017484366893796
Qwen,copa,18,0.782608695652174,0.012853470437018006,0.009909801185131,1.0127789974212646,13.881929397583008,0.9071575093936796,0.0047125816345214,0.9331137761473656,0.9086980149149896,0.29151724961896736,0.0988115145577243,0.998924086361428,3.6982819937067135,0.6090172977377101,0.9905981129844612,0.0044598531265658,0.0083824488772421,0.6430318244298022,0.0558288656175136,0.1771179735660553,1.6364309787750244,0.20059239041681087,3.1875,39.74380493164063,96.62890625,20.413153330485027,0.9720158578260488,2862.7761350817627,0.0749808287985888,123.69463426540669,0.9952879548072816,0.0667821317911148,0.0915557146072387,0.7084686203549305,0.9693445563316344,0.0135925198793411,3.58584375,4.369614203770955,35.628412407305504,1255.1039581298828,0.004935503005981223,0.004653036594390425,0.00511764483023236,-0.003314464449882499,0.001534943699836703,-0.1960411381084367,-0.6770625000000003,-0.03284375000000095,-0.15882650480526062,0.12101776732338809,0.061941847205162937,0.028484175688048285,0.016366635759666792,0.644435405731187,0.0004595814535526266,17.92788865831153,43.92140621609133,0.014490975941661155,0.007597208023071289,-0.006137236952781677,-0.00011190190329035676,0.0007831626535495001,0.02465751767158511,-0.5,22.14528525399419,0.006146412342786796
Qwen,copa,19,0.8260869565217391,0.02570694087403601,0.0117128677666187,1.041712760925293,13.86034107208252,0.9288413765995452,0.0054554939270019,0.927109956741333,0.9032308161258698,0.29449757436911267,0.1059125476140507,0.9988257289132482,3.643365422022785,0.6308020514417595,0.9891225684498296,0.0052999771219158,0.0094079468786967,0.6286926684137418,0.0632675215601921,0.2042533606290817,1.6284589767456057,0.2184704844839871,3.1875,39.49380493164063,96.572265625,21.54360580444336,0.9746875166787122,2945.1948847254,0.0771395117920276,127.2557779290172,0.9945464134216307,0.0728009417653083,0.0969945713877677,0.7054926113535961,0.9681442379951476,0.0123589811325073,3.035,4.39572213921282,35.47734251783954,1257.031566619873,-0.0012003183364868164,-0.00613582134246804,-0.0012382783073846548,-0.0012335387468338007,0.002080925703048698,-0.09075129245965807,-0.5508437499999999,0.1262187500000005,-0.15361621654596636,0.02610793544186496,-0.09490983188152313,0.00597488341632868,-0.15106988946596545,-0.16743652522563224,-0.004240152149888932,1.9276084899902344,-16.000280168321297,0.0015358158003599964,0.02893376350402832,-0.006003819406032562,-9.835744817987546e-05,0.0008401239953500002,0.0271353870630264,-0.25,82.41874964363706,0.006018809974193504
Qwen,copa,20,0.8695652173913043,-0.005141388174807203,0.0959612503647804,1.0685687065124512,13.799079895019531,0.9596503435944518,0.0454670190811157,0.9220914542675018,0.8928648456931114,0.30233430210500956,0.2992968809936095,0.9987473375314224,3.58904951002005,0.6619159684825059,0.9111406079748045,0.0060599472217939,0.0115154562612623,0.6060679808239807,0.1033030301332473,0.2366828918457031,1.6174317598342896,0.2426261156797409,8.625,38.74380493164063,96.2890625,22.805243174235027,1.1615403892973704,3021.6811353173257,0.0791428128503255,130.56059058179918,0.9545368552207948,0.0778456628322601,0.1073100939393043,0.6976655010754863,0.9700221419334412,0.0096627402305603,2.949796875,4.188185185194016,35.41770598457919,1273.7936176723904,0.001877903938293568,0.0030782222747803845,0.001939694380852064,-0.0026962409019470005,-0.0014627021551131998,-0.2181604513381118,-0.08520312500000005,0.4656406249999998,-0.028073517298187856,-0.20753695401880368,-0.23364488946066864,-0.047213392349674144,-0.05963653326034546,0.09143335620561999,-0.0016809752091876407,16.762051052517336,14.834442562527101,0.013334630169702155,0.026855945587158203,-0.005018502473831177,-7.839138182574867e-05,0.0007599700998780993,0.0324295312166214,-0.75,76.48625059192591,0.005044721066951807
Qwen,copa,21,0.9130434782608695,0.03341902313624682,0.1115892529487609,0.9180487990379332,13.575762748718262,1.0516517035042245,0.0394645929336547,0.8741629421710968,0.8740208745002747,0.3559698996444543,0.3478467379754379,0.9977223209853904,3.836709665314364,0.8304893323082032,0.9226540319752452,0.0158299139572604,0.0158964310284694,0.48742732018441853,0.1887419372797012,0.2796361148357391,1.5917359590530396,0.284631426135699,9.25,30.743804931640625,95.4609375,25.44261296590169,0.7312620269599915,2601.4430147111098,0.0681360833370813,112.4029707819949,0.9605488181114196,0.125816985964775,0.1260810494422912,0.644048455481728,0.9711793661117554,0.0090555901527404,2.726203125,4.357400071289804,35.41320649617248,1286.081206003825,0.001157224178314209,-0.0007206797599793591,0.0011929873848113282,-0.0006071500778198988,0.0020890908241271017,-0.06283415090676536,-0.22359375000000004,-0.138390625,-0.07579971078517056,0.16921488609578805,0.37675184011459173,0.04040291405785812,-0.004499488406715102,0.05513704485363036,-0.00012704065047786095,12.287588331434563,-4.474462721082773,0.009646451482374196,-0.15051990747451793,-0.04792851209640503,-0.0010250165460320426,0.009769966735466502,0.04295322299003598,-8.000000000000007,-420.23812060621594,0.0479713231325149
Qwen,copa,22,0.9565217391304348,0.015424164524421607,13.08645248413086,1.2573456764221191,13.08645248413086,1.3237148510913055,0.7920715361833572,0.901142291724682,0.7920715361833572,0.42547013020763796,3.221245793017206,0.9984817635035568,3.221245793017206,0.8698270495708535,0.0432329385605498,0.0097816899992487,0.0432329385605498,0.38595497613368107,1.5438201427459717,0.3801855444908142,1.5438201427459717,0.37664815597236156,91.46875,31.118804931640625,91.46875,31.15127182006836,0.0931760173112464,3557.4703960277034,0.0931760173112464,153.71093609248996,0.2079253196716308,0.0989024266600608,0.2079253196716308,0.5745948649321994,0.9657726883888244,0.0069689254760742,2.806421875,5.034863312211302,35.27528503123257,1283.0901217990452,-0.005406677722931019,-0.006563901901245228,-0.005567125817939611,-0.0020866646766662007,-0.0014795145988463019,-0.23042834773554044,0.08021874999999978,0.3038124999999998,0.029425081815941168,0.6774632409214973,0.5082483548257093,0.15547418869917218,-0.13792146493990742,-0.13342197653319232,-0.0038946336292595696,-2.9910842047797814,-15.278672536214344,-0.0023257351019644323,0.3392968773841859,0.026979349553585164,0.0007594425181663977,-0.0060482239580117,0.10054942965507513,0.375,956.0273813165936,-0.026914559304714203
Qwen,copa,23,1.0,0.07455012853470444,0.0,13.565077781677246,0.0,13.300902406374613,-3.5762786865234375e-07,1.1495342403650284,-3.5762786865234375e-07,0.936865020232896,0.0,1.0007780216695723,0.0,0.97009257391532,0.9999995231628986,0.0222806915488151,0.9999995231628986,0.056424463836913276,0.0,1.656290054321289,0.0,1.5824320664008458,0.0,96.50360107421876,0.0,92.25007057189941,0.999999999926155,38180.10791212057,0.999999999926155,1649.6834756059718,0.9999997615814208,-0.1492671817541122,0.9999997615814208,0.06341011108209686,0.9637468457221984,0.0024711966514587,3.295875,6.34536239835951,33.08190737830268,1288.5255067613389,-0.0020258426666259766,0.0033808350563050427,-0.0020976392177808334,-0.0044977288246155,-0.0024110641479492996,-0.6453977503500586,0.48945312500000027,0.4092343750000005,0.17440468568183465,1.3104990861482086,0.6330358452267113,0.26028493821665233,-2.1933776529298896,-2.055456187989982,-0.06217887824259627,5.4353849622937105,8.426469167073492,0.004236167725048645,12.307732105255127,0.24839194864034642,0.00229625816601553,0.012499001549566399,1.2761045098304749,65.38479614257814,34622.637516092866,-0.248169608414173
Qwen,csqa,0,0.0,1.0,0.0429329442334751,0.0,34.06804300194193,2.871944558185073,0.3026562318462119,0.0,0.9795194573623772,0.6625284754055216,1.49501485623462,0.0,257.46666705657185,24.708698205940717,0.0857905029249816,1.0,0.1516784575998929,0.26352767684730083,0.0166699448699569,0.0,3.917815448806288,0.35094185525439814,66.46083512489763,0.0,255.3481248860277,316.24302588152227,39.53034591674805,1.0,29443.558177851148,2481.0152421105668,0.6974731269769254,1.0,0.0204501588278534,0.33764590211026874,0.9341944456100464,8.03125,0.0,8.30281737115648,36.47969060473972,982.9563407897948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qwen,csqa,1,0.043478260869565216,0.9917127071823205,0.012661160192209,0.0429329442334751,34.08176079077568,2.8866356070486137,0.1539059383863313,0.3026562318462119,0.95894342501946,0.5663548170224314,0.7634310343048789,0.721684024628804,196.76286967009625,17.05443871137006,0.8258752554874749,0.0857905023025743,0.1326438460581425,0.8096825895119594,0.0182879034713533,0.0166699448699569,3.91730210080096,0.34911642416338134,36.393568284193286,66.46083512489763,255.34256562553983,305.82718093532566,1.4877132872496346,0.0256434835578993,755.4344110762263,63.633045093845546,0.8461224627631497,0.6974731269769254,0.0410471034467366,0.43366572296172134,0.9514470100402832,6.859375,0.0,6.435077879163954,40.526531828774345,1130.837432437473,0.017252564430236816,0.0,0.0184678516462069,-1.171875,0.0,-0.14591439688715957,0.0,0.0,0.0,-1.867739491992527,0.0,-0.22495249606247492,4.0468412240346225,0.0,0.11093408844615649,147.8810916476781,0.0,0.1504452288581375,0.0429329442334751,0.3026562318462119,0.721684024628804,-0.9142094976974257,0.0166699448699569,66.46083512489763,-0.9743565164421008,-0.30252687302307457
Qwen,csqa,2,0.08695652173913043,0.16022099447513824,0.0013106641377551,0.0619417550858418,34.119224548339844,2.9032681342997915,0.1337453607747439,0.4301233443444523,0.9506139701795226,0.5300097688417266,0.6343557491446986,0.8284608215020388,148.7712038807162,12.72668882390449,0.9950246899758666,0.3698880869428414,0.1046072059264444,0.836428082719193,0.0201577691789975,0.0260577516769113,3.9168778336702266,0.34767432363596806,7.586762899262899,69.14833512489763,255.3353615900613,301.68416240961864,1.1273666547030137,0.0172158088344381,507.20426499775255,42.718400787883155,0.8662816090822024,0.570020714126387,0.0493257124431547,0.46999314387598173,0.959544837474823,6.5,0.0,5.081106414397557,37.49532796608077,1253.669116973877,0.008097827434539795,-0.009154736995697021,0.008511065092523529,-0.359375,0.8125,-0.05239179954441908,0.0,0.0,0.0,-1.3539714647663965,0.5137680272261305,-0.21040482962147222,-3.031203862693573,-7.078045086728196,-0.07479554074601025,122.83168453640405,-25.049407111274036,0.10862010843737768,0.0190088108523667,0.12746711249824044,0.10677679687323482,0.28409758464026713,0.009387806806954398,2.6875,-0.0084276747234612,-0.12745241285053843
Qwen,csqa,3,0.13043478260869565,0.824585635359116,0.0009205975857914,0.0697488156494354,34.12296554165527,2.903744567959451,0.1050013519036389,0.4932412515645336,0.948298737864383,0.4973970175655409,0.5360008252145422,0.8674071943242466,115.88053867799351,9.8917945833684,0.9996109490117316,0.4346372457091482,0.1013390556264616,0.8139978623084536,0.0220493109535233,0.0335543607220505,3.916296300294456,0.3464860915121961,1.6376177313677314,69.71083512489763,255.3053262446573,301.925620176673,0.9923720848452936,0.0152622203851373,449.6487282542886,37.86993965181433,0.8949944011799924,0.50695287190335,0.0516647729049394,0.5026098603964688,0.9580888152122498,5.265625,0.0,5.032588647471534,36.96492003732257,1251.9501249525283,-0.0014560222625732422,-0.009553849697113037,-0.0015174093025240865,-1.234375,-0.875,-0.18990384615384615,0.0,0.0,0.0,-0.0485177669260235,1.305453697840373,-0.009548661840371286,-0.5304079287582013,2.500795933935372,-0.014145973846075521,-1.7189920213486403,-124.5506765577527,-0.0013711688340045658,0.0078070605635936,0.06311790722008126,0.03894637282220781,0.06474915876630677,0.007496609045139203,0.5625,-0.0019535884493008006,-0.06306784222303696
Qwen,csqa,4,0.17391304347826086,0.5345303867403315,0.002857250325461,0.0691991363523145,34.110407273950976,2.8975954271645143,0.1238641546555565,0.5253890486011537,0.9447094248630638,0.47659239725563435,0.5867845844187568,0.8900473076822717,97.56550737485644,8.294873124460908,0.9949434290744552,0.4201856422482896,0.1044882001426989,0.8182434197318204,0.0281337552370593,0.0406613015675769,3.915461602706972,0.3454826113996367,9.5111076986077,69.4609375,255.3196575592816,301.558428361056,0.8175433981526006,0.0153878636728365,453.2734572951858,38.18128528985766,0.8761393205246703,0.4748470965318266,0.0552449223450419,0.5234048537759467,0.9585782289505004,2.71875,0.0,5.017275124788284,37.23411563038826,1258.0870679219563,0.0004894137382506214,0.0019454360008238636,0.0005108229325714309,-2.546875,-1.3125,-0.483679525222552,0.0,0.0,0.0,-0.01531352268324948,0.03320424424277402,-0.0030428719205857213,0.26919559306568885,0.7996035218238902,0.007282461122434247,6.136942969427992,7.855934990776632,0.004901906910756981,-0.0005496792971208947,0.032147797036620074,0.02264011335802507,-0.014451603460858609,0.007106940845526398,-0.24989762489762768,0.00012564328769919947,-0.032105775371523426
Qwen,csqa,5,0.21739130434782608,0.2030386740331492,1.901380690758976,0.0562762234582703,34.08431567255344,2.871606132041949,0.1772597651321511,0.5523672468783326,0.9471683433854512,0.4600602336479094,0.8105607872903591,0.9078580068331288,80.19098195318898,6.824721960022887,0.9282247019683016,0.3723899153511998,0.11457241595365,0.8258183729375168,0.0546721402406204,0.0497362763177752,3.914682196360158,0.3450543776606068,390.5614570536446,62.71103987510237,255.29539865904613,300.9545145995494,30.569324457479443,0.0189095398931352,556.6626512182237,46.9197536336357,0.8227566980515026,0.4478572618756306,0.0528275781325587,0.5399489542845674,0.9653748869895936,1.4794921875,0.0,4.988636533419292,37.937043799294365,1256.4774640401204,0.00679665803909324,0.006307244300842618,0.0070903530184851515,-1.2392578125,1.3076171875,-0.4558189655172413,0.0,0.0,0.0,-0.02863859136899194,-0.013325068685742458,-0.0057079970016993276,0.7029281689061051,0.43373257584041625,0.018878605198626497,-1.6096038818359375,-7.746546851263929,-0.0012794057922355107,-0.012922912894044208,0.026978198277178955,0.01781069915085709,-0.047795726897089774,0.009074974750198299,-6.749897624897628,0.0035216762202987008,-0.026989834656196032
Qwen,csqa,6,0.2608695652173913,0.9475138121546962,0.0025563707369639,1.8756124498803144,36.28584333290144,2.2049962293773455,0.1208182224282273,0.6278008172299215,0.9371433562670058,0.43202922499524804,0.534595188159224,0.9345200268290844,65.20811523949875,5.459516312148999,0.9999990776169017,0.2814236854452466,0.1098754541745545,0.8760239727179328,0.0386506572463393,0.0766050108722933,3.9190969664380746,0.3410428267047561,0.8531319932992296,399.51557831135466,481.4641687141687,162.75181312467308,1.004823301289533,0.0006204975819837,18.302964922837017,1.539370015775266,0.8792016493991005,0.3723343496533518,0.0628380853252563,0.5680114773595097,0.965808928012848,1.15625,0.0,5.348852879471249,37.59875124692917,1268.620780520969,0.00043404102325439453,-0.006362617015838845,0.00044960877800326315,-0.3232421875,0.916015625,-0.21848184818481853,0.0,0.0,0.0,0.3602163460519563,0.38885493742094823,0.07220737442762903,-0.3382925523651963,-1.0412207212713014,-0.008917209104508217,12.143316480848625,13.752920362684563,0.00966457165240553,1.819336226422044,0.07543357035158893,0.026662019995955633,-0.09096622990595321,0.026868734554518096,336.8045384362523,-0.018289042311151502,-0.07552291222227875
Qwen,csqa,7,0.30434782608695654,0.11602209944751388,0.0031288136334526,1.884641646167277,36.27621319994977,2.2056282826460656,0.1115757568169577,0.6630142235687577,0.9312738785115936,0.428766685515874,0.5297943911134562,0.947638797965038,57.1084945016372,4.780307732947596,0.999998883669929,0.2816974564129754,0.1100399353092171,0.8760496272217079,0.0426363667456416,0.0861948806118223,3.917925202778184,0.3413192872224981,1.377060298935299,400.01557831135466,481.9641687141687,162.74277434373795,1.0067785843584405,0.0006175146511215,18.214842034792134,1.5319682909172216,0.8884288268339233,0.3370930781918994,0.0687127742553274,0.571257057227118,0.9599653482437134,1.025390625,0.0,4.575118432442348,36.52962440583441,1258.3347379896377,-0.0058435797691346325,-0.006277620792389027,-0.006050451181019656,-0.130859375,0.1923828125,-0.11317567567567566,0.0,0.0,0.0,-0.7737344470289003,-1.1339507930808566,-0.144654277181276,-1.0691268410947572,-0.7308342887295609,-0.02843516887231934,-10.286042531331304,-22.42935901217993,-0.00810805142818749,0.009029196286962637,0.035213406338836184,0.01311877113595361,0.0002737709677287925,0.009589869739529008,0.5,-2.9829308621999364e-06,-0.03524127146145245
